accession	collected_by	collection_date	country	identified_by	lat_lon	scientific_name	specimen_voucher	sequence_length	trace_count
GU571805		11-Sep-2005	Sweden: Stockholm, Oerskaersfyr, Graesoe, Oerskaerfyr		60.5047 N 18.4006 E	Cepphus grylle	BISE-Aves458	648	2
GU571804			Sweden			Cepphus grylle	BISE-Aves493	648	2
GU571803			Sweden			Cepphus grylle	BISE-Aves494	648	2
GU571802		31-May-2002	Sweden: Sodermanland, Sodermanland, Nynaeshamn, Landsort, Landsort		58.7184 N 17.8348 E	Carpodacus erythrinus	BISE-Aves121	648	2
GU571801		23-Jul-2003	Sweden: Skane, Falsterbo, Falsterbo		55.3756 N 12.8482 E	Carpodacus erythrinus	BISE-Aves258	648	2
GU571800		01-Jun-1995	Sweden: Halland, Vargerg		57.1138 N 12.2979 E	Carpodacus erythrinus	BISE-Aves294	648	2
GU571799		04-May-1998	Sweden: Gavleborg, Halsingland, Kvarbacksv, Alfta		56.9165 N 18.1468 E	Spinus spinus	BISE-Aves44	648	2
GU571798		17-Sep-2004	Sweden: Norrbotten, Lulea, Loevskatagrundet 24L7j, Lulea, Oernnaeset, Loevskatagrundet		65.5523 N 22.2554 E	Spinus spinus	BISE-Aves315	648	2
GU571797		23-Mar-2005	Sweden: Sodermanland, Sodermanland, Landsort		58.7633 N 17.8374 E	Acanthis hornemanni	BISE-Aves176	648	2
GU571796		21-Jan-1993	Sweden: Stockholm, Vallentuna, Hoegdala Soptipp		59.5215 N 18.1479 E	Acanthis hornemanni	BISE-Aves459	648	2
GU571795			Sweden			Acanthis hornemanni	BISE-Aves384	648	2
GU571794		01-Nov-2005	Sweden: Oland, Ottenby birdstation		56.2184 N 16.4112 E	Linaria flavirostris	BISE-Aves234	648	2
GU571793		26-Sep-2001	Sweden: UppSala, Uppland, Orskaer		60.5047 N 18.4006 E	Acanthis flammea	BISE-Aves109	648	2
GU571792		03-Dec-2006	Sweden: Stockholm, Roe, Rimbo, Norrtaelje Kommun, Norrtaelje, Rimbo, Roe		59.6958 N 18.4266 E	Acanthis flammea	BISE-Aves379	648	2
GU571791		11-Aug-1998	Sweden: Stockholm, Uppland, Radmansgatan, Stockholm		56.2184 N 16.4112 E	Chloris chloris	BISE-Aves50	648	2
GU571790		03-Jul-1999	Sweden: Stockholm, Froesunda, Vallentuna Kommun		59.523 N 18.0597 E	Chloris chloris	BISE-Aves421	648	2
GU571789		22-Feb-1999	Sweden: Stockholm, Uppland, Drottningholm		59.7067 N 17.8054 E	Carduelis carduelis	BISE-Aves63	617	2
GU571788		06-Aug-2003	Sweden: Stockholm, Nickelgraend 1 Vaellingby, Stockholm, Vaellingby		59.3465 N 17.8721 E	Carduelis carduelis	BISE-Aves471	648	2
GU571787		06-May-1996	Sweden: Oland, Soedra Kvinneby		56.487 N 16.5778 E	Linaria cannabina	BISE-Aves177	648	2
GU571786		18-Jul-2003	Sweden: Gavleborg, Halsingland, Delsbo, Delsbo centralt		61.7845 N 16.5171 E	Caprimulgus europaeus	BISE-Aves156	640	2
GU571785			Sweden: Oland, Oeland		56.5786 N 16.1728 E	Caprimulgus europaeus	BISE-Aves257	648	2
GU571784		25-Jul-2003	Sweden: Orebro, Oerebro, Kvismaren, Kvismaren, Kaellviken		59.1827 N 15.4129 E	Calidris temminckii	BISE-Aves162	648	2
GU571783		01-Aug-2000	Sweden: Oland, Ottenby birdstation		56.2184 N 16.4112 E	Calidris minuta	BISE-Aves204	648	2
GU571782		01-Aug-2000	Sweden: Oland, Ottenby birdstation		56.2184 N 16.4112 E	Calidris minuta	BISE-Aves333	648	2
GU571781		25-Jul-2003	Sweden: Orebro, Oerebro, Kvismaren, Kvismaren, Kaellviken		59.1827 N 15.4129 E	Calidris ferruginea	BISE-Aves161	648	2
GU571780		01-Aug-2000	Sweden: Oland, Ottenby birdstation		56.2184 N 16.4112 E	Calidris ferruginea	BISE-Aves332	648	2
GU571779		16-Aug-2004	Sweden: ship from Germany			Calidris canutus	BISE-Aves170	648	2
GU571778		01-Aug-1996	Sweden: OsterGotland, Malexander, Sommen, Malexander		58.0601 N 15.3407 E	Calidris canutus	BISE-Aves394	648	1
GU571777		15-May-1996	Sweden: Halland, Vargerg, Bua, Batafjorden, Batafjorden		57.2435 N 12.1198 E	Calidris alpina	BISE-Aves139	648	2
GU571776		12-Aug-2005	Sweden: Oland, Ottenby birdstation		56.2184 N 16.4112 E	Calidris alpina	BISE-Aves378	648	2
GU571775		01-Aug-2000	Sweden: Oland, Ottenby birdstation		56.2184 N 16.4112 E	Calidris alba	BISE-Aves205	648	2
GU571774		30-Jun-1997	Sweden: Norrbotten, Rensjoen, Njoallunjaure		59.3853 N 18.2266 E	Calcarius lapponicus	BISE-Aves29	648	2
GU571773		03-Jul-1997	Sweden: Norrbotten, Rensjoen, Njoallunjaure		68.0617 N 19.8246 E	Calcarius lapponicus	BISE-Aves256	648	1
GU571772		11-Oct-2002	Sweden: Skane, Skane, Falsterbo, Falsterbonaeset		55.3756 N 12.8482 E	Buteo lagopus	BISE-Aves133	648	2
GU571771		04-Feb-2006	Sweden: OsterGotland, Ramstad, Takern, Mjoelby, Ramstad		58.3259 N 14.7398 E	Buteo lagopus	BISE-Aves377	648	2
GU571770		13-May-1997	Sweden: Vasternorrland, Medelpad, 10 km No Sundsvall, Gudmundsbyn		59.4318 N 18.1417 E	Buteo buteo	BISE-Aves25	648	2
GU571769		30-Sep-2001	Sweden: Stockholm, Oerby gard, UppSala (Knivsta), Knivsta, Lagga, Oerby		59.7965 N 17.8108 E	Buteo buteo	BISE-Aves322	648	2
GU571768		13-May-2000	Sweden: Sodermanland, Groendal Stockholm		59.2987 N 18.0448 E	Bucephala clangula	BISE-Aves255	695	4
GU571767		03-Jun-1999	Sweden: Skane, Lund		59.6591 N 17.98 E	Bucephala clangula	BISE-Aves77	695	4
GU571766		03-Jul-2000	Sweden: Norrbotten, Norrbotten, Pullinki, Svanstein		66.6524 N 23.7923 E	Bubo scandiacus	BISE-Aves88	648	2
GU571765		05-Mar-2005	Sweden: Vasternorrland, Koepmanholmen, Trysunda		63.145 N 18.832 E	Bubo scandiacus	BISE-Aves355	648	2
GU571764		22-May-1996	Sweden: Gavleborg, Halsingland, Soderhamn, E4, Alsjon E 4, AN Strax S Alsjon, Soderhamn		65.6014 N 22.1587 E	Bubo bubo	BISE-Aves2	648	2
GU571763		08-Jun-1999	Sweden: Orebro, Pa banVallen Mellan Hovsta och Ervalla vid Kvinnerstatorp., Hovsta, Kvinnerstatorp.		59.3616 N 15.235 E	Bubo bubo	BISE-Aves403	648	2
GU571762		08-May-1993	Sweden: Gotland, Gotland		59.906 N 19.0691 E	Branta leucopsis	BISE-Aves35	648	2
GU571761		15-Nov-2000	Sweden: Stockholm, Stocksundsbron, Djursholm		59.3885 N 18.0507 E	Branta leucopsis	BISE-Aves254	648	2
GU571760			Sweden: Stockholm, Arlanda		55.6802 N 15.3695 E	Branta canadensis	BISE-Aves82	648	2
GU571759		26-May-2003	Sweden: Stockholm, Maersta, Arlanda, Arlanda Airport		59.6591 N 17.98 E	Branta canadensis	BISE-Aves472	648	2
GU571758		05-Aug-2000	Sweden: Varmland, Varmland, Kil, Saeby,Kolstrandsviken, Vaermlands Saeby, Kolstrandsviken		59.563 N 13.2852 E	Botaurus stellaris	BISE-Aves106	637	2
GU571757		16-Feb-2006	Sweden: Skane, Silvakra, Lund, Silvakra		55.7034 N 13.46 E	Botaurus stellaris	BISE-Aves479	648	2
GU571756		27-Apr-1999	Sweden: Vasternorrland, Medelpad, Tova ca 10 km v Sundsvall		55.6986 N 13.2217 E	Tetrastes bonasia	BISE-Aves66	648	2
GU571755		25-Sep-1998	Sweden: Vasterbotten, loeparstigen, VIlhelmina		64.61 N 16.6943 E	Tetrastes bonasia	BISE-Aves253	642	2
GU571754		10-Dec-1998	Sweden: Sodermanland, Sodermanland, Cigarrvaegen Farsta		56.1731 N 15.1223 E	Bombycilla garrulus	BISE-Aves62	648	2
GU571753		05-Dec-1997	Sweden: Kalmar, Moensteras		57.0267 N 16.4242 E	Bombycilla garrulus	BISE-Aves302	648	2
GU571752		23-Jan-2004	Sweden: Blekinge, Blekinge, Ronneby, Gyo, Garnanaes, Garnanaes, Blekinge		56.1726 N 15.0418 E	Aythya marila	BISE-Aves160	648	2
GU571751		01-Jan-1991	Sweden			Aythya marila	BISE-Aves409	648	2
GU571750		23-Jan-2004	Sweden: Blekinge, Garnanaes, Blekinge, Ronneby, Gyoe, Garnanaes			Aythya fuligula	BISE-Aves195	648	2
GU571749		23-Jan-2004	Sweden: Blekinge, Garnanaes, Blekinge, Ronneby, Gyoe, Garnanaes		56.1726 N 15.0418 E	Aythya fuligula	BISE-Aves349	648	2
GU571748		15-Sep-1992	Sweden: Skane, Skane			Aythya ferina	BISE-Aves218	648	2
GU571747		24-Aug-1993	Sweden: Sodermanland, Oester-Malma		58.9509 N 17.2401 E	Aythya ferina	BISE-Aves410	648	2
GU571746		06-Jul-2001	Sweden: Vasternorrland, Angermanland, Bjaesta, Bjorsby, Bjorsby,3,7 km no Naetra kyrka, Bjaesta		63.2407 N 18.5433 E	Asio otus	BISE-Aves107	633	2
GU571745		05-Feb-2004	Sweden: Gavleborg, Sandvikens industriomrade, Sandviken: industriomrade		60.6162 N 16.7653 E	Asio otus	BISE-Aves348	648	2
GU571744		26-Jul-1998	Sweden: Jamtland, Jamtland, Stromsund, Alanaes, Lv 342, Alanaeset		59.2075 N 18.1264 E	Asio flammeus	BISE-Aves69	648	2
GU571743		29-Sep-2000	Sweden: Norrbotten, vaeg 99, Lampisenpaeae, Oevertornea		66.6023 N 23.8897 E	Asio flammeus	BISE-Aves423	631	2
GU571742		01-Aug-2000	Sweden: Oland, Ottenby birdstation		56.2184 N 16.4112 E	Arenaria interpres	BISE-Aves202	648	2
GU571741		01-Aug-2000	Sweden: Oland, Ottenby birdstation		56.2184 N 16.4112 E	Arenaria interpres	BISE-Aves331	648	2
GU571740		01-Aug-1999	Sweden: OsterGotland, OsterGotland, Pinnarp, Kisa		55.6121 N 13.3861 E	Ardea cinerea	BISE-Aves68	648	2
GU571739		22-Mar-2006	Sweden: Skane, Soevestad, Hundkaellegarden, Ystad, Ystad, Soevestad, Hundkaellegarden		55.5295 N 13.7872 E	Aquila clanga	BISE-Aves488	648	2
GU571738		26-May-1997	Sweden: Jamtland, Jamtland, Gaello, Doviken		60.1365 N 18.8218 E	Aquila chrysaetos	BISE-Aves10	614	2
GU571737		16-Feb-2001	Sweden: Skane, Staffanstorp, TorreBerga aengar, Staffanstorp, TorreBerga		55.6986 N 13.2217 E	Aquila chrysaetos	BISE-Aves252	648	2
GU571736		30-Jul-1998	Sweden: Sodermanland, Sodermanland, Manstorpsv. 2, Tullinge		58.8979 N 17.8453 E	Apus apus	BISE-Aves47	648	2
GU571735		23-Sep-2007	Sweden: Orebro, Kvismaren, Norrbyas nagra 100 m V om Fagelstationen, Kvismaren, birdstation		59.1827 N 15.4129 E	Apus apus	BISE-Aves316	648	2
GU571734		02-Aug-2002	Sweden: Norrbotten, Lule Lappmark, Kabdalis, Luovaure		66.1206 N 20.1799 E	Anthus trivialis	BISE-Aves118	648	2
GU571733		29-Aug-1997	Sweden: Vasterbotten, Umea		63.8274 N 20.2272 E	Anthus trivialis	BISE-Aves298	648	2
GU571732		29-Aug-2004	Sweden: Norrbotten, Haparanda, Sandskaer		65.5695 N 23.784 E	Anthus pratensis	BISE-Aves171	648	2
GU571731		02-Jul-1994	Sweden: Norrbotten, Abisko,Kuokkel		68.4487 N 18.4281 E	Anthus pratensis	BISE-Aves387	648	2
GU571730		21-Nov-1986	Sweden: Skane, Trolle-Ljungby		56.0322 N 14.4029 E	Anser fabalis	BISE-Aves219	648	2
GU571729			Sweden			Anser erythropus	BISE-Aves197	648	2
GU571728		18-Aug-1997	Sweden: Stockholm, Uppland, Djurgarden, Stora Skuggan		59.3421 N 18.1356 E	Anser anser	BISE-Aves24	648	2
GU571727		04-Jun-1989	Sweden: Sodermanland, Oester-Malma, Kronaengen		58.9509 N 17.2401 E	Anser anser	BISE-Aves412	648	2
GU571726		15-May-1997	Sweden: Stockholm, Uppland, Bogesund, Roskaer		59.3451 N 17.96 E	Mareca strepera	BISE-Aves8	648	2
GU571725		19-Jul-2007	Sweden: Vasterbotten, Oevre Akulla 5 Mil norr om Umea, Umea, Oevre Akulla		64.1467 N 20.0722 E	Mareca strepera	BISE-Aves314	648	2
GU571724		01-Sep-1986	Sweden: Sodermanland, S.srm, Eriksberg (soermland?), Katrineholm, Eriksberg		58.9127 N 16.3707 E	Anas querquedula	BISE-Aves217	648	2
GU571723		01-Aug-1998	Sweden: Skane, Bodarna, TosteBerga, skane, Trolle-Ljungby, Bodarna		55.9882 N 14.4846 E	Anas querquedula	BISE-Aves408	648	2
GU571720		27-Sep-1993	Sweden: Skane, Skane, Kristianstad, Trolle-Ljungby, Trolle-Ljungby		56.0322 N 14.4029 E	Mareca penelope	BISE-Aves136	648	2
GU571719		27-Sep-1993	Sweden: Skane, Trolle-Ljungby, Kristianstad, Trolle-Ljungby		56.0322 N 14.4029 E	Mareca penelope	BISE-Aves446	648	2
GU571718		01-Aug-2001	Sweden: Vasterbotten, Vasterbotten, Umea, Skravelsjo, Skravelsjo		63.7858 N 20.1191 E	Anas crecca	BISE-Aves100	633	2
GU571717			Sweden: UppSala, UppSala, N Fibysjoen		59.8922 N 17.3698 E	Anas crecca	BISE-Aves352	648	2
GU571716		21-Aug-1994	Sweden: Skane, Skane, Kristianstad, Trolle-Ljungby, Trolle-Ljungby		56.0322 N 14.4029 E	Anas clypeata	BISE-Aves138	648	2
GU571715		03-Sep-1995	Sweden: Skane, Trolle-Ljungby, Kristianstad, Trolle-Ljungby		56.0322 N 14.4029 E	Anas clypeata	BISE-Aves343	648	2
GU571714		03-Oct-1998	Sweden: Skane, Skane, Kristianstad, Trolle-Ljungby, Trolle-Ljungby		56.0322 N 14.4029 E	Anas acuta	BISE-Aves137	648	2
GU571713		03-Oct-1998	Sweden: Skane, Trolle-Ljungby, Kristianstad, Trolle-Ljungby		56.0322 N 14.4029 E	Anas acuta	BISE-Aves342	648	2
GU571712		28-Oct-2003	Sweden: Vastra Gotaland, Bohuslan, Orust, Orust		58.3162 N 11.9232 E	Alle alle	BISE-Aves146	648	2
GU571711		27-Nov-2006	Sweden: Skane, Skanoer, Vellinge, Skanoer		55.4205 N 12.8449 E	Alle alle	BISE-Aves376	648	2
GU571710		03-Aug-2000	Sweden: OsterGotland, OsterGotland, Linkopingstrakten		58.3744 N 15.3365 E	Alcedo atthis	BISE-Aves87	644	2
GU571709		01-Nov-1997	Sweden: Halland, Jaellsjoe, Sibbarp		57.0308 N 12.553 E	Alcedo atthis	BISE-Aves251	648	2
GU571706		14-Jun-1999	Sweden: UppSala, Uppland, Knivsta, vaestra AEngby		55.6503 N 13.0659 E	Alauda arvensis	BISE-Aves65	636	2
GU571705		16-Oct-1996	Sweden: Sodermanland, CA 1,5 Mil Soe Utoe		58.8869 N 18.452 E	Alauda arvensis	BISE-Aves249	648	2
GU571704		22-Apr-2000	Sweden: Vasterbotten, Vasterbotten, Mokullevaegen, Umea		63.8243 N 20.3285 E	Aegolius funereus	BISE-Aves85	648	2
GU571703		02-Oct-2006	Sweden: Norrbotten, Koelvaegen 13, Rosvik, Pitea, Rosvik		65.4404 N 21.6868 E	Aegolius funereus	BISE-Aves456	648	2
GU571702		07-Nov-2003	Sweden: Kalmar, Smaland, 5 km N Emmaboda, Rv 28, Riksvaeg 28, ca 5 km N Emmaboda		56.6687 N 15.5212 E	Aegithalos caudatus	BISE-Aves174	648	2
GU571701		20-Mar-1997	Sweden: Stockholm, Simpnaes, Bjoerkoe-Arholma, Simpnaes		59.906 N 19.0691 E	Aegithalos caudatus	BISE-Aves297	648	2
GU571700		29-Apr-1998	Sweden: Stockholm, Up., Bjoerkoe-Arholma, Simpnaes, Simpnaes		59.1594 N 18.2981 E	Actitis hypoleucos	BISE-Aves42	648	2
GU571699		01-May-1999	Sweden: Varmland, Vitsand, Vitsand		60.3216 N 13.0458 E	Actitis hypoleucos	BISE-Aves418	648	2
GU571698		20-Jul-2004	Sweden: Orebro, Kvismaren, Kvismaren		59.1827 N 15.4129 E	Acrocephalus scirpaceus	BISE-Aves165	648	2
GU571697		22-Aug-2002	Sweden: Sodermanland, Gideon Hydens vaeg 16, Stockholm, Huddinge		59.2554 N 17.9543 E	Acrocephalus scirpaceus	BISE-Aves468	648	2
GU571696		08-Jun-2006	Sweden: Jonkoping, Bredaryd, As		57.1004 N 13.7025 E	Acrocephalus scirpaceus	BISE-Aves374	648	2
GU571695		21-Jul-2004	Sweden: Orebro, Vallen, Kvismaren		59.1827 N 15.4129 E	Acrocephalus schoenobaenus	BISE-Aves166	648	2
GU571694		03-Sep-2005	Sweden: Orebro, Kvismaren, Kvismaren		59.1827 N 15.4129 E	Acrocephalus schoenobaenus	BISE-Aves375	648	2
GU571693		14-Jul-1999	Sweden: Skane, Skane, Spillepeng, Spillepeng		59.7424 N 18.3413 E	Acrocephalus palustris	BISE-Aves72	648	2
GU571692			Sweden			Acrocephalus palustris	BISE-Aves500	648	2
GU571691		01-Aug-1998	Sweden: Orebro, Kvismaren		63.7917 N 19.9168 E	Acrocephalus arundinaceus	BISE-Aves56	648	2
GU571690			Sweden: Norrbotten, Norrbotten, Inexas Industriomrade Lulea		57.8683 N 11.9717 E	Accipiter nisus	BISE-Aves41	648	2
GU571689		09-Jun-2002	Sweden: Stockholm, Nyarsvaegen, Jakobsberg, Stockholm, Jakobsberg		59.4376 N 17.7895 E	Accipiter nisus	BISE-Aves450	648	2
GU571688		20-Mar-1996	Sweden: Jamtland, Jamtland, Centrala Hammarstrand		61.2869 N 17.0655 E	Accipiter gentilis	BISE-Aves52	648	2
GU571687		29-Jan-2001	Sweden: Gavleborg, Villatomt i Vallvik, Ljusne, Vallvik		61.1963 N 17.1549 E	Accipiter gentilis	BISE-Aves321	648	2
GU571686	Jan T.Lifjeld	18-Jun-2006	Norway: Rogaland, Holmavatnet		58.62 N 5.80 E	Vanellus vanellus	NHMO-BC314	706	1
GU571685	Jan T.Lifjeld	17-Jun-2006	Norway: Rogaland, Varhaug		58.60 N 5.62 E	Vanellus vanellus	NHMO-BC316	716	2
GU571682	Norsk Polarinstitutt		Norway			Uria lomvia	NHMO-BC165	740	2
GU571680	Svein Mathisen	01-May-2000	Norway: Finnmark, Hjelmsoya		71.50 N 24.70 E	Uria aalge	NHMO-BC161	740	2
GU571679	Bjorn-Aksel Bjerke	07-Jun-2006	Norway: Ostfold, Kamperud		59.506 N 11.571 E	Turdus viscivorus	NHMO-BC391	693	2
GU571678	Roar Solheim	30-Mar-1996	Norway: Vest-Agder, Lista Fyr		58.109 N 6.567 E	Turdus viscivorus	NHMO-BC127	740	2
GU571677	Bjorn A. Bjerke	03-Jul-1995	Norway: Oppland, Ovre Heimdalen		61.42 N 8.87 E	Turdus torquatus	NHMO-BC288	723	2
GU571676	Bjorn A. Bjerke	03-Jul-1995	Norway: Oppland, Oystre Slidre		61.417 N 8.867 E	Turdus torquatus	NHMO-BC64	750	2
GU571675	Toril Lohne	03-Jun-2004	Norway: Telemark, Prestestranda		59.80 N 9.50 E	Turdus pilaris	NHMO-BC265	745	2
GU571674	Pasvik expedition	21-Jul-1966	Norway: Finnmark, Porsanger		69.33 N 29.32 E	Turdus pilaris	NHMO-BC21	749	2
GU571673	Norsk Polarinstitutt	01-Jan-2001	Norway: Svalbard, Hjorthavn		78.25 N 15.71 E	Turdus philomelos	NHMO-BC424	722	2
GU571672	Jostein Austevik	07-May-2004	Norway: Rogaland, Utsira		59.317 N 4.883 E	Turdus philomelos	NHMO-BC48	751	2
GU571671	Trond Oigarden	09-Apr-2006	Norway: Akershus, Ask		60.70 N 11.30 E	Turdus merula	NHMO-BC269	746	2
GU571670	Jan T. Lifjeld, Trond Oigarden	25-May-2006	Norway: Hedmark, Valer		60.683 N 11.867 E	Turdus merula	NHMO-BC97	751	2
GU571669	Jan T. Lifjeld	29-May-2001	Norway: Oppland, Ovre Heimdalen		61.42 N 8.87 E	Turdus iliacus	NHMO-BC282	717	2
GU571668	Pasvik expedition	01-Jan-1966	Norway: Finnmark, Porsanger		69.33 N 29.32 E	Turdus iliacus	NHMO-BC31	671	2
GU571667	Pasvik expedition	24-Jul-1966	Norway: Finnmark, Porsanger		69.33 N 29.32 E	Turdus iliacus	NHMO-BC20	740	2
GU571666	Jostein Austevik	12-Apr-2004	Norway: Rogaland, Utsira		59.32 N 4.88 E	Troglodytes troglodytes	NHMO-BC207	745	2
GU571665	Jostein Austevik	12-Apr-2004	Norway: Rogaland, Utsira		59.317 N 4.883 E	Troglodytes troglodytes	NHMO-BC85	737	2
GU571664	Truls W. Andersen	03-Jul-2004	Norway: Finnmark, Sandfjorden		70.50 N 30.53 E	Tringa totanus	NHMO-BC206	749	2
GU571663	Truls W. Andersen	03-Jul-2004	Norway: Finnmark, Batsfjord		70.50 N 30.533 E	Tringa totanus	NHMO-BC84	750	2
GU571661	Kaj Svahn/Mans Karlsson	06-Aug-2006	Sweden: Falsterbo, Flommen		55.37 N 12.80 E	Tringa ochropus	NHMO-BC361	666	2
GU571660	Peter Olsson/Kaj Svahn	02-Aug-2006	Sweden: Falsterbo, Nabben		55.37 N 12.80 E	Tringa nebularia	NHMO-BC358	735	2
GU571659	Pasvik expedition	01-Jan-1966	Norway: Finnmark, Porsanger		69.33 N 29.32 E	Tringa nebularia	NHMO-BC30	750	2
GU571658	Pasvik exp.	01-Jan-1966	Norway: Finnmark, Ovre Pasvik		69.33 N 29.32 E	Tringa glareola	NHMO-BC435	694	2
GU571657	Trond Oigarden Lars Erik Johannessen	17-Jun-2006	Norway: Hedmark, Ulvadalen		61.30 N 11.87 E	Tringa glareola	NHMO-BC337	720	2
GU571656	Vidar Tanke	01-Aug-2005	Norway: Troms, Tonsvika		69.73 N 19.17 E	Tringa erythropus	NHMO-BC384	688	2
GU571655	Pasvik expedition	21-Jul-1966	Norway: Finnmark, Porsanger		69.33 N 29.32 E	Tringa erythropus	NHMO-BC12	671	2
GU571654	Peter Olsson	28-Aug-2006	Sweden: Falsterbo, Skanoers revlar		55.37 N 12.80 E	Thalasseus sandvicensis	NHMO-BC363	723	2
GU571653	Asbjorn Mikalsen, Rana	10-Jun-1996	Norway: Nordland, Basmoen		66.33 N 14.10 E	Tetrao urogallus	NHMO-BC447	723	2
GU571652	Toril Lohne	26-Jun-2004	Norway: Telemark, Drangedal		59.133 N 8.817 E	Lyrurus tetrix	NHMO-BC45	749	2
GU571651	Roar Solheim		Norway: Vest-Agder, Trolig Lista			Tadorna tadorna	NHMO-BC106	738	2
GU571650	Peter Olsson	26-Aug-2006	Sweden: Aengelholm, Sandoen		56.23 N 12.77 E	Tadorna tadorna	NHMO-BC362	749	2
GU571649	Stein O Lyngstad		Norway: Oppland			Tachybaptus ruficollis	NHMO-BC420	679	1
GU571648	Trond Oigarden	16-Aug-2002	Norway: Hedmark, Elverum		60.15 N 11.052 E	Sylvia nisoria	NHMO-BC69	721	2
GU571647		15-Aug-2003	Norway: Telemark, Jomfruland		58.87 N 9.60 E	Sylvia nisoria	NHMO-BC303	718	2
GU571646	Jan T. Lifjeld	23-May-2001	Norway: Akershus, Hurdal		60.30 N 11.04 E	Sylvia curruca	NHMO-BC71	749	2
GU571645		22-May-2003	Norway: Telemark, Jomfruland		58.87 N 9.60 E	Sylvia curruca	NHMO-BC296	725	2
GU571643	Bjorn-Aksel Bjerke	04-Jun-2004	Norway: Ostfold, Lekum		59.52 N 11.25 E	Sylvia communis	NHMO-BC232	749	2
GU571640	Astrid Jakobsen	10-Nov-2005	Norway: Troms, Balsnes		69.56 N 18.82 E	Surnia ulula	NHMO-BC139	753	2
GU571639	Anonymous	31-Mar-1993	Norway: Telemark, Kragero		58.867 N 9.60 E	Sturnus vulgaris	NHMO-BC63	736	2
GU571638	Trond Oigarden	31-May-2003	Norway: Hedmark, Heradsbygd		60.15 N 11.62 E	Sturnus vulgaris	NHMO-BC294	723	2
GU571637	Arne Maehlen		Norway			Strix uralensis	NHMO-BC388	727	2
GU571636	Roar Solheim	08-Apr-1998	Norway: Finnmark, Bjornevatn		69.67 N 29.96 E	Strix nebulosa	NHMO-BC122	732	2
GU571635	Sysselmannen pa Svalbard	02-Oct-2003	Norway: Finnmark		69.87 N 28.87 E	Strix nebulosa	NHMO-BC160	741	2
GU571634	Jan T. Lifjeld	05-Nov-1999	Norway: Telemark, Gimsoy		59.18 N 9.62 E	Strix aluco	NHMO-BC327	723	2
GU571633	Trond Oigarden	20-May-2004	Norway: Akershus, Eidsvoll		60.32 N 11.23 E	Strix aluco	NHMO-BC295	717	1
GU571632	Bjorn-Aksel Bjerke	25-Apr-2006	Norway: Oslo, Toyenparken		59.92 N 10.77 E	Streptopelia decaocto	NHMO-BC474	666	2
GU571626	Norsk Polarinstitutt	04-Aug-1999	Norway: Svalbard, Akseloya		77.71 N 14.71 E	Stercorarius skua	NHMO-BC412	671	2
GU571625	Hakon Dahlen	03-May-1985	Norway: Svalbard		76.90 N 25.65 E	Stercorarius pomarinus	NHMO-BC164	738	2
GU571624	Terje Lislevand	15-Jul-2005	Norway: Finnmark, Svartnes		70.37 N 31.00 E	Stercorarius parasiticus	NHMO-BC307	731	2
GU571623	Terje Lislevand	08-Jul-2004	Norway: Finnmark, Vardo		70.33 N 31.04 E	Stercorarius parasiticus	NHMO-BC93	737	2
GU571622		07-Sep-1985	Norway: Svalbard, Hopen		76.55 N 25.23 E	Stercorarius longicaudus	NHMO-BC133	732	2
GU571621	Norsk Polarinstitutt		Norway: Svalbard, Svalbard			Somateria spectabilis	NHMO-BC419	697	2
GU571620	Lufthavnvakta	26-May-2005	Norway: Troms, Langnes Flyplass		69.68 N 18.92 E	Somateria mollissima	NHMO-BC377	746	3
GU571619	Roar Solheim	28-Mar-2004	Norway: Aust-Agder, Kvarsnes		58.20 N 8.30 E	Somateria mollissima	NHMO-BC107	730	2
GU571618	Jan T. Lifjeld	23-May-2001	Norway: Akershus, Hurdal		60.30 N 11.04 E	Sitta europaea	NHMO-BC56	742	2
GU571617	Trond Oigarden	06-Aug-2002	Norway: Hedmark, Heradsbygd		60.15 N 11.62 E	Sitta europaea	NHMO-BC293	722	2
GU571616	Jan Gunnar Kristiansen	01-Feb-1994	Norway: Troms, Balsfjord		69.31 N 19.32 E	Scolopax rusticola	NHMO-BC379	718	0
GU571615	Jan T. Lifjeld	21-Jul-2004	Norway: Oppland, Oystre Slidre		61.42 N 8.87 E	Scolopax rusticola	NHMO-BC36	645	1
GU571614	Truls W. Andersen	28-Sep-2004	Norway: Rogaland, Utsira		59.32 N 4.88 E	Saxicola rubicola	NHMO-BC210	702	2
GU571613	Bjorn-Aksel Bjerke	25-May-2004	Norway: Ostfold, Skrikerud		59.63 N 11.32 E	Saxicola rubetra	NHMO-BC240	725	2
GU571612	Bjorn-Aksel Bjerke	26-May-2004	Norway: Ostfold, Skrikerud		59.63 N 11.32 E	Saxicola rubetra	NHMO-BC241	735	2
GU571611	Sysselmannen	20-Nov-2002	Norway: Svalbard, Longyearbyen		78.21 N 15.55 E	Rissa tridactyla	NHMO-BC159	751	2
GU571608	Oystein B. Nielsen	30-Aug-2004	Norway: Rogaland, Utsira		59.32 N 4.88 E	Regulus regulus	NHMO-BC209	750	2
GU571607	Jostein Austevik	12-Apr-2004	Norway: Rogaland, Utsira		59.317 N 4.883 E	Regulus regulus	NHMO-BC87	743	2
GU571604	Dag Torenfeldt	21-Oct-2001	Norway: Oslo, Oslo		59.92 N 10.70 E	Rallus aquaticus	NHMO-BC7	733	2
