scientific_name	count	max_intra	min_inter
Dicrurus macrocercus	1		0.08138000220060349
Dicrurus megarhynchus	3	0.009201999753713608	0.053679998964071274
Dicrurus remifer	1		0.07361999899148941
Diglossa major	3	0.001534000039100647	0.09356000274419785
Dinopium shorii	2	0.0	0.07669000327587128
Diopsittaca nobilis	3	0.0015670000575482845	0.09356000274419785
Discosura longicauda	1		0.0030670000705868006
Discosura longicaudus	2	0.0	0.0030670000705868006
Dolospingus fringilloides	3	0.0	0.05790000036358833
Donacobius atricapilla	3	0.0015579999890178442	0.11810000240802765
Donacospiza albifrons	2	0.004784999880939722	0.08771999925374985
Doryfera johannae	4	0.0030670000705868006	0.09662999957799911
Doryfera ludoviciae	1		0.09662999957799911
Drymornis bridgesii	3	0.0	0.07962000370025635
Dryocopus lineatus	2	0.001550000044517219	0.07468000054359436
Dryoscopus cubla	1		0.11289999634027481
Ducula aenea	1		0.0722000002861023
Ducula melanochroa	1		0.0722000002861023
Dumetella carolinensis	1		0.05891000106930733
Dyaphorophyia castanea	3	0.0	0.015359999611973763
Dyaphorophyia tonsa	1		0.015359999611973763
Dysithamnus mentalis	1		0.09201999753713608
Elaenia chiriquensis	3	0.003085999982431531	0.04800000041723251
Elaenia cristata	3	0.00392200006172061	0.10000000149011612
Elaenia flavogaster	3	0.010900000110268593	0.07822000235319138
Elaenia frantzii	3	0.001534000039100647	0.04755000025033951
Elaenia martinica	2	0.001534000039100647	0.06134999915957451
Elaenia pallatangae	4	0.0015899999998509884	0.04755000025033951
Elaenia parvirostris	1		0.07822000235319138
Elaenia ruficeps	3	0.009259000420570374	0.10429999977350235
Elanoides forficatus	2	0.001534000039100647	0.13040000200271606
Electron platyrhynchum	1		0.13609999418258667
Elminia nigromitrata	3	0.004600999876856804	0.11349999904632568
Elvira chionura	3	0.006134999915957451	0.04293999820947647
Emberiza buchanani	2	0.0	0.04822999984025955
Emberiza caesia	2	0.0015409999759867787	0.035440001636743546
Emberiza calandra	2	0.0	0.0
Emberiza cineracea	3	0.0030670000705868006	0.035440001636743546
Emberiza cirlus	3	0.0030670000705868006	0.08281999826431274
Emberiza godlewskii	2	0.001550000044517219	0.07597000151872635
Emberiza melanocephala	4	0.004732000175863504	0.10090000182390213
Emberiza sulphurata	1		0.08371999859809875
Emberizoides herbicola	3	0.007825000211596489	0.052710000425577164
Emberizoides ypiranganus	2	0.009201999753713608	0.052710000425577164
Empidonax oberholseri	2	0.0	0.10350000113248825
